Temperature,Humidity,AQI,TimeOfDay,Mood,Occasion,PreferredType,Perfume
38,86,109,Evening,Romantic,Date,Sweet,Rose Essence
22,85,74,Morning,Calm,Home,Floral,Lavender Bliss
31,54,106,Afternoon,Fresh,Office,Citrus,Citrus Splash
25,86,153,Evening,Romantic,Date,Sweet,Rose Essence
22,80,164,Evening,Romantic,Date,Sweet,Cherry Blossom
31,80,163,Morning,Calm,Home,Floral,Rose Garden
37,63,50,Evening,Romantic,Date,Sweet,Sweet Musk
33,53,236,Afternoon,Energetic,Gym,Minty,Mint Blast
34,45,90,Evening,Romantic,Date,Sweet,Vanilla Touch
35,89,101,Morning,Calm,Home,Floral,Lavender Bliss
29,88,235,Afternoon,Energetic,Gym,Minty,Cool Mint
24,59,91,Afternoon,Fresh,Office,Citrus,Orange Zest
23,89,60,Afternoon,Fresh,Office,Citrus,Lemon Zing
36,82,220,Afternoon,Energetic,Gym,Minty,Ice Mint
37,58,229,Afternoon,Energetic,Gym,Minty,Power Mint
26,81,159,Afternoon,Fresh,Office,Citrus,Lemon Fresh
28,55,246,Afternoon,Energetic,Gym,Minty,Mint Blast
27,83,232,Afternoon,Energetic,Gym,Minty,Power Mint
21,81,173,Afternoon,Energetic,Gym,Minty,Ice Mint
21,67,135,Evening,Romantic,Date,Sweet,Sweet Musk
32,60,163,Afternoon,Fresh,Office,Citrus,Lemon Zing
23,89,120,Morning,Calm,Home,Floral,Lily Fresh
23,59,205,Afternoon,Energetic,Gym,Minty,Fresh Mint
38,55,160,Morning,Calm,Home,Floral,Lily Fresh
36,85,68,Afternoon,Fresh,Office,Citrus,Lemon Fresh
28,77,62,Afternoon,Fresh,Office,Citrus,Lemon Fresh
21,64,174,Afternoon,Energetic,Gym,Minty,Power Mint
26,61,55,Evening,Romantic,Date,Sweet,Rose Essence
21,74,217,Afternoon,Energetic,Gym,Minty,Fresh Mint
26,65,116,Morning,Calm,Home,Floral,Jasmine Bloom
37,45,174,Afternoon,Energetic,Gym,Minty,Mint Blast
35,83,181,Afternoon,Energetic,Gym,Minty,Cool Mint
38,89,83,Evening,Romantic,Date,Sweet,Vanilla Touch
22,71,225,Afternoon,Energetic,Gym,Minty,Fresh Mint
28,71,138,Evening,Romantic,Date,Sweet,Rose Essence
23,54,107,Afternoon,Fresh,Office,Citrus,Orange Zest
28,59,242,Afternoon,Energetic,Gym,Minty,Mint Blast
22,46,167,Afternoon,Fresh,Office,Citrus,Orange Zest
31,59,237,Afternoon,Energetic,Gym,Minty,Power Mint
25,90,164,Morning,Calm,Home,Floral,Jasmine Bloom
22,72,171,Afternoon,Energetic,Gym,Minty,Ice Mint
24,81,164,Afternoon,Fresh,Office,Citrus,Citrus Splash
26,84,95,Afternoon,Fresh,Office,Citrus,Orange Zest
35,70,155,Afternoon,Fresh,Office,Citrus,Lemon Fresh
32,50,174,Afternoon,Energetic,Gym,Minty,Mint Blast
23,46,187,Afternoon,Energetic,Gym,Minty,Ice Mint
29,70,90,Afternoon,Fresh,Office,Citrus,Orange Zest
30,83,141,Morning,Calm,Home,Floral,Lily Fresh
27,60,163,Morning,Calm,Home,Floral,Lavender Bliss
36,58,139,Evening,Romantic,Date,Sweet,Cherry Blossom
32,73,97,Afternoon,Fresh,Office,Citrus,Orange Zest
36,73,103,Morning,Calm,Home,Floral,Lavender Bliss
36,81,100,Morning,Calm,Home,Floral,Lily Fresh
23,76,124,Morning,Calm,Home,Floral,Lily Fresh
31,66,85,Afternoon,Fresh,Office,Citrus,Orange Zest
25,45,202,Afternoon,Energetic,Gym,Minty,Cool Mint
36,64,113,Morning,Calm,Home,Floral,Rose Garden
33,86,188,Afternoon,Energetic,Gym,Minty,Ice Mint
34,63,108,Evening,Romantic,Date,Sweet,Rose Essence
26,53,54,Morning,Calm,Home,Floral,Lavender Bliss
30,52,144,Afternoon,Fresh,Office,Citrus,Lemon Zing
32,65,110,Evening,Romantic,Date,Sweet,Vanilla Touch
33,62,115,Morning,Calm,Home,Floral,Jasmine Bloom
32,75,160,Evening,Romantic,Date,Sweet,Rose Essence
32,51,175,Afternoon,Energetic,Gym,Minty,Cool Mint
33,81,85,Afternoon,Fresh,Office,Citrus,Lemon Fresh
21,55,100,Afternoon,Fresh,Office,Citrus,Orange Zest
30,55,177,Afternoon,Energetic,Gym,Minty,Power Mint
29,79,116,Morning,Calm,Home,Floral,Rose Garden
22,60,94,Morning,Calm,Home,Floral,Rose Garden
28,72,127,Morning,Calm,Home,Floral,Lavender Bliss
20,82,174,Afternoon,Energetic,Gym,Minty,Fresh Mint
28,56,219,Afternoon,Energetic,Gym,Minty,Power Mint
26,51,84,Evening,Romantic,Date,Sweet,Cherry Blossom
32,52,213,Afternoon,Energetic,Gym,Minty,Power Mint
33,72,78,Morning,Calm,Home,Floral,Rose Garden
30,47,187,Afternoon,Energetic,Gym,Minty,Power Mint
32,85,150,Evening,Romantic,Date,Sweet,Sweet Musk
34,80,176,Afternoon,Energetic,Gym,Minty,Mint Blast
29,65,178,Afternoon,Energetic,Gym,Minty,Mint Blast
26,83,192,Afternoon,Energetic,Gym,Minty,Cool Mint
38,59,147,Morning,Calm,Home,Floral,Jasmine Bloom
23,87,221,Afternoon,Energetic,Gym,Minty,Fresh Mint
37,69,84,Afternoon,Fresh,Office,Citrus,Lemon Zing
28,54,97,Afternoon,Fresh,Office,Citrus,Lemon Zing
24,57,79,Afternoon,Fresh,Office,Citrus,Lemon Zing
36,45,62,Evening,Romantic,Date,Sweet,Rose Essence
23,58,166,Evening,Romantic,Date,Sweet,Sweet Musk
29,72,135,Afternoon,Fresh,Office,Citrus,Citrus Splash
38,46,177,Afternoon,Energetic,Gym,Minty,Power Mint
37,67,162,Afternoon,Fresh,Office,Citrus,Citrus Splash
27,77,212,Afternoon,Energetic,Gym,Minty,Ice Mint
36,63,240,Afternoon,Energetic,Gym,Minty,Cool Mint
27,85,69,Morning,Calm,Home,Floral,Rose Garden
32,78,98,Afternoon,Fresh,Office,Citrus,Lemon Fresh
23,85,61,Morning,Calm,Home,Floral,Lily Fresh
36,72,243,Afternoon,Energetic,Gym,Minty,Power Mint
26,83,59,Afternoon,Fresh,Office,Citrus,Orange Zest
26,49,245,Afternoon,Energetic,Gym,Minty,Ice Mint
38,89,235,Afternoon,Energetic,Gym,Minty,Fresh Mint
26,66,146,Afternoon,Fresh,Office,Citrus,Lemon Fresh
26,56,186,Afternoon,Energetic,Gym,Minty,Power Mint
20,86,124,Afternoon,Fresh,Office,Citrus,Lemon Zing
27,83,88,Evening,Romantic,Date,Sweet,Cherry Blossom
26,54,178,Afternoon,Energetic,Gym,Minty,Ice Mint
27,84,178,Afternoon,Energetic,Gym,Minty,Ice Mint
35,70,55,Afternoon,Fresh,Office,Citrus,Lemon Zing
32,80,99,Evening,Romantic,Date,Sweet,Sweet Musk
34,63,145,Afternoon,Fresh,Office,Citrus,Citrus Splash
36,65,201,Afternoon,Energetic,Gym,Minty,Cool Mint
38,77,99,Afternoon,Fresh,Office,Citrus,Lemon Fresh
35,85,206,Afternoon,Energetic,Gym,Minty,Power Mint
37,67,140,Morning,Calm,Home,Floral,Jasmine Bloom
33,54,115,Evening,Romantic,Date,Sweet,Vanilla Touch
23,60,54,Afternoon,Fresh,Office,Citrus,Lemon Fresh
33,48,212,Afternoon,Energetic,Gym,Minty,Mint Blast
33,70,204,Afternoon,Energetic,Gym,Minty,Power Mint
36,61,244,Afternoon,Energetic,Gym,Minty,Power Mint
27,65,145,Morning,Calm,Home,Floral,Jasmine Bloom
36,63,79,Afternoon,Fresh,Office,Citrus,Orange Zest
37,54,77,Evening,Romantic,Date,Sweet,Cherry Blossom
31,63,59,Evening,Romantic,Date,Sweet,Sweet Musk
28,79,98,Afternoon,Fresh,Office,Citrus,Lemon Fresh
21,61,120,Morning,Calm,Home,Floral,Rose Garden
23,47,237,Afternoon,Energetic,Gym,Minty,Ice Mint
30,49,75,Morning,Calm,Home,Floral,Jasmine Bloom
23,46,157,Morning,Calm,Home,Floral,Lavender Bliss
31,62,111,Evening,Romantic,Date,Sweet,Sweet Musk
20,48,83,Morning,Calm,Home,Floral,Jasmine Bloom
35,77,197,Afternoon,Energetic,Gym,Minty,Ice Mint
23,64,240,Afternoon,Energetic,Gym,Minty,Fresh Mint
28,61,69,Evening,Romantic,Date,Sweet,Cherry Blossom
28,81,188,Afternoon,Energetic,Gym,Minty,Fresh Mint
24,66,199,Afternoon,Energetic,Gym,Minty,Mint Blast
20,76,211,Afternoon,Energetic,Gym,Minty,Power Mint
28,45,215,Afternoon,Energetic,Gym,Minty,Cool Mint
21,62,198,Afternoon,Energetic,Gym,Minty,Mint Blast
28,67,58,Afternoon,Fresh,Office,Citrus,Orange Zest
38,81,150,Evening,Romantic,Date,Sweet,Vanilla Touch
31,82,159,Morning,Calm,Home,Floral,Jasmine Bloom
26,67,59,Morning,Calm,Home,Floral,Jasmine Bloom
24,59,248,Afternoon,Energetic,Gym,Minty,Cool Mint
22,72,129,Evening,Romantic,Date,Sweet,Rose Essence
32,85,221,Afternoon,Energetic,Gym,Minty,Fresh Mint
27,66,184,Afternoon,Energetic,Gym,Minty,Ice Mint
26,81,66,Morning,Calm,Home,Floral,Jasmine Bloom
37,51,162,Afternoon,Fresh,Office,Citrus,Lemon Zing
29,72,133,Evening,Romantic,Date,Sweet,Sweet Musk
28,78,198,Afternoon,Energetic,Gym,Minty,Cool Mint
36,69,206,Afternoon,Energetic,Gym,Minty,Ice Mint
21,63,140,Evening,Romantic,Date,Sweet,Rose Essence
29,71,226,Afternoon,Energetic,Gym,Minty,Ice Mint
25,80,186,Afternoon,Energetic,Gym,Minty,Mint Blast
38,69,80,Morning,Calm,Home,Floral,Lily Fresh
24,63,221,Afternoon,Energetic,Gym,Minty,Power Mint
23,68,69,Afternoon,Fresh,Office,Citrus,Orange Zest
26,79,192,Afternoon,Energetic,Gym,Minty,Mint Blast
36,73,198,Afternoon,Energetic,Gym,Minty,Power Mint
37,54,170,Evening,Romantic,Date,Sweet,Sweet Musk
37,73,249,Afternoon,Energetic,Gym,Minty,Fresh Mint
29,87,169,Afternoon,Fresh,Office,Citrus,Lemon Zing
33,71,215,Afternoon,Energetic,Gym,Minty,Cool Mint
31,89,50,Morning,Calm,Home,Floral,Rose Garden
22,73,106,Afternoon,Fresh,Office,Citrus,Lemon Fresh
24,68,166,Afternoon,Fresh,Office,Citrus,Citrus Splash
22,70,136,Afternoon,Fresh,Office,Citrus,Citrus Splash
36,73,85,Morning,Calm,Home,Floral,Rose Garden
29,47,230,Afternoon,Energetic,Gym,Minty,Fresh Mint
35,90,143,Morning,Calm,Home,Floral,Jasmine Bloom
21,54,162,Afternoon,Fresh,Office,Citrus,Lemon Fresh
34,75,101,Morning,Calm,Home,Floral,Jasmine Bloom
30,85,71,Evening,Romantic,Date,Sweet,Sweet Musk
31,64,187,Afternoon,Energetic,Gym,Minty,Cool Mint
22,63,68,Morning,Calm,Home,Floral,Rose Garden
24,50,64,Afternoon,Fresh,Office,Citrus,Orange Zest
28,74,159,Evening,Romantic,Date,Sweet,Cherry Blossom
34,79,207,Afternoon,Energetic,Gym,Minty,Fresh Mint
22,66,70,Evening,Romantic,Date,Sweet,Rose Essence
26,77,63,Morning,Calm,Home,Floral,Lavender Bliss
28,78,54,Morning,Calm,Home,Floral,Lily Fresh
28,46,92,Morning,Calm,Home,Floral,Lavender Bliss
35,82,148,Evening,Romantic,Date,Sweet,Cherry Blossom
24,54,152,Morning,Calm,Home,Floral,Lavender Bliss
26,66,186,Afternoon,Energetic,Gym,Minty,Cool Mint
21,67,238,Afternoon,Energetic,Gym,Minty,Power Mint
31,89,80,Morning,Calm,Home,Floral,Lily Fresh
38,65,52,Morning,Calm,Home,Floral,Lily Fresh
30,76,61,Evening,Romantic,Date,Sweet,Vanilla Touch
23,80,108,Morning,Calm,Home,Floral,Rose Garden
23,82,94,Afternoon,Fresh,Office,Citrus,Lemon Zing
31,67,190,Afternoon,Energetic,Gym,Minty,Power Mint
32,82,95,Evening,Romantic,Date,Sweet,Sweet Musk
38,61,87,Evening,Romantic,Date,Sweet,Sweet Musk
24,85,131,Morning,Calm,Home,Floral,Jasmine Bloom
38,49,210,Afternoon,Energetic,Gym,Minty,Cool Mint
20,47,76,Evening,Romantic,Date,Sweet,Rose Essence
38,64,248,Afternoon,Energetic,Gym,Minty,Ice Mint
25,61,192,Afternoon,Energetic,Gym,Minty,Power Mint
36,85,115,Afternoon,Fresh,Office,Citrus,Lemon Fresh
22,90,247,Afternoon,Energetic,Gym,Minty,Fresh Mint
32,83,70,Afternoon,Fresh,Office,Citrus,Orange Zest
23,73,229,Afternoon,Energetic,Gym,Minty,Cool Mint
31,69,198,Afternoon,Energetic,Gym,Minty,Fresh Mint
22,83,210,Afternoon,Energetic,Gym,Minty,Mint Blast
35,49,246,Afternoon,Energetic,Gym,Minty,Mint Blast
38,60,56,Evening,Romantic,Date,Sweet,Vanilla Touch
22,53,94,Morning,Calm,Home,Floral,Jasmine Bloom
36,48,69,Evening,Romantic,Date,Sweet,Rose Essence
25,84,72,Evening,Romantic,Date,Sweet,Cherry Blossom
34,50,230,Afternoon,Energetic,Gym,Minty,Cool Mint
25,48,108,Afternoon,Fresh,Office,Citrus,Orange Zest
36,61,245,Afternoon,Energetic,Gym,Minty,Fresh Mint
37,70,58,Evening,Romantic,Date,Sweet,Cherry Blossom
21,77,139,Morning,Calm,Home,Floral,Lavender Bliss
29,78,215,Afternoon,Energetic,Gym,Minty,Mint Blast
32,52,77,Evening,Romantic,Date,Sweet,Vanilla Touch
32,46,55,Afternoon,Fresh,Office,Citrus,Orange Zest
32,88,157,Afternoon,Fresh,Office,Citrus,Citrus Splash
35,54,165,Evening,Romantic,Date,Sweet,Cherry Blossom
27,53,151,Morning,Calm,Home,Floral,Jasmine Bloom
36,65,158,Evening,Romantic,Date,Sweet,Sweet Musk
38,87,244,Afternoon,Energetic,Gym,Minty,Cool Mint
26,76,235,Afternoon,Energetic,Gym,Minty,Ice Mint
24,76,144,Morning,Calm,Home,Floral,Rose Garden
35,53,128,Morning,Calm,Home,Floral,Lavender Bliss
37,57,240,Afternoon,Energetic,Gym,Minty,Fresh Mint
21,47,124,Morning,Calm,Home,Floral,Jasmine Bloom
23,61,100,Morning,Calm,Home,Floral,Jasmine Bloom
20,53,233,Afternoon,Energetic,Gym,Minty,Power Mint
38,76,219,Afternoon,Energetic,Gym,Minty,Ice Mint
20,71,128,Morning,Calm,Home,Floral,Jasmine Bloom
30,66,178,Afternoon,Energetic,Gym,Minty,Power Mint
20,58,83,Afternoon,Fresh,Office,Citrus,Orange Zest
36,54,232,Afternoon,Energetic,Gym,Minty,Power Mint
26,53,66,Morning,Calm,Home,Floral,Rose Garden
27,85,106,Evening,Romantic,Date,Sweet,Cherry Blossom
36,60,130,Afternoon,Fresh,Office,Citrus,Orange Zest
33,62,119,Afternoon,Fresh,Office,Citrus,Orange Zest
32,65,170,Evening,Romantic,Date,Sweet,Cherry Blossom
34,65,63,Evening,Romantic,Date,Sweet,Sweet Musk
26,78,117,Evening,Romantic,Date,Sweet,Vanilla Touch
22,67,99,Morning,Calm,Home,Floral,Lily Fresh
29,46,99,Evening,Romantic,Date,Sweet,Vanilla Touch
29,80,179,Afternoon,Energetic,Gym,Minty,Ice Mint
24,74,139,Evening,Romantic,Date,Sweet,Vanilla Touch
36,81,52,Morning,Calm,Home,Floral,Lavender Bliss
32,87,236,Afternoon,Energetic,Gym,Minty,Cool Mint
31,61,58,Afternoon,Fresh,Office,Citrus,Citrus Splash
23,85,115,Afternoon,Fresh,Office,Citrus,Lemon Fresh
32,64,233,Afternoon,Energetic,Gym,Minty,Cool Mint
35,64,230,Afternoon,Energetic,Gym,Minty,Cool Mint
38,70,121,Evening,Romantic,Date,Sweet,Rose Essence
38,78,244,Afternoon,Energetic,Gym,Minty,Cool Mint
25,75,201,Afternoon,Energetic,Gym,Minty,Fresh Mint
21,76,77,Afternoon,Fresh,Office,Citrus,Citrus Splash
38,62,180,Afternoon,Energetic,Gym,Minty,Cool Mint
33,68,102,Afternoon,Fresh,Office,Citrus,Lemon Zing
21,80,68,Evening,Romantic,Date,Sweet,Vanilla Touch
23,60,196,Afternoon,Energetic,Gym,Minty,Fresh Mint
20,77,182,Afternoon,Energetic,Gym,Minty,Ice Mint
26,69,107,Morning,Calm,Home,Floral,Lavender Bliss
36,83,122,Afternoon,Fresh,Office,Citrus,Orange Zest
37,45,176,Afternoon,Energetic,Gym,Minty,Fresh Mint
25,62,229,Afternoon,Energetic,Gym,Minty,Fresh Mint
23,46,72,Afternoon,Fresh,Office,Citrus,Orange Zest
37,71,72,Evening,Romantic,Date,Sweet,Rose Essence
20,88,225,Afternoon,Energetic,Gym,Minty,Fresh Mint
23,47,85,Afternoon,Fresh,Office,Citrus,Lemon Fresh
27,55,205,Afternoon,Energetic,Gym,Minty,Ice Mint
34,56,132,Afternoon,Fresh,Office,Citrus,Orange Zest
34,54,246,Afternoon,Energetic,Gym,Minty,Power Mint
31,76,74,Afternoon,Fresh,Office,Citrus,Orange Zest
25,68,228,Afternoon,Energetic,Gym,Minty,Mint Blast
25,67,89,Afternoon,Fresh,Office,Citrus,Orange Zest
29,71,205,Afternoon,Energetic,Gym,Minty,Power Mint
32,57,207,Afternoon,Energetic,Gym,Minty,Mint Blast
33,56,208,Afternoon,Energetic,Gym,Minty,Cool Mint
34,69,141,Evening,Romantic,Date,Sweet,Vanilla Touch
34,84,90,Evening,Romantic,Date,Sweet,Rose Essence
27,67,150,Morning,Calm,Home,Floral,Jasmine Bloom
37,84,91,Afternoon,Fresh,Office,Citrus,Lemon Fresh
22,79,201,Afternoon,Energetic,Gym,Minty,Mint Blast
29,56,85,Evening,Romantic,Date,Sweet,Vanilla Touch
35,80,158,Evening,Romantic,Date,Sweet,Cherry Blossom
33,90,229,Afternoon,Energetic,Gym,Minty,Cool Mint
28,81,226,Afternoon,Energetic,Gym,Minty,Power Mint
23,67,102,Afternoon,Fresh,Office,Citrus,Lemon Zing
36,81,218,Afternoon,Energetic,Gym,Minty,Cool Mint
27,45,240,Afternoon,Energetic,Gym,Minty,Cool Mint
32,47,70,Afternoon,Fresh,Office,Citrus,Orange Zest
29,89,224,Afternoon,Energetic,Gym,Minty,Power Mint
20,50,147,Afternoon,Fresh,Office,Citrus,Lemon Fresh
30,88,154,Morning,Calm,Home,Floral,Lavender Bliss
30,60,250,Afternoon,Energetic,Gym,Minty,Ice Mint
38,75,73,Morning,Calm,Home,Floral,Lily Fresh
35,73,180,Afternoon,Energetic,Gym,Minty,Ice Mint
35,67,245,Afternoon,Energetic,Gym,Minty,Cool Mint
34,59,75,Morning,Calm,Home,Floral,Lily Fresh
31,84,218,Afternoon,Energetic,Gym,Minty,Cool Mint
31,90,212,Afternoon,Energetic,Gym,Minty,Mint Blast
22,78,226,Afternoon,Energetic,Gym,Minty,Ice Mint
35,74,64,Evening,Romantic,Date,Sweet,Sweet Musk
33,47,221,Afternoon,Energetic,Gym,Minty,Fresh Mint
21,68,87,Morning,Calm,Home,Floral,Rose Garden
20,90,126,Evening,Romantic,Date,Sweet,Cherry Blossom
31,46,217,Afternoon,Energetic,Gym,Minty,Ice Mint
38,87,83,Evening,Romantic,Date,Sweet,Vanilla Touch
33,51,169,Morning,Calm,Home,Floral,Jasmine Bloom
20,69,204,Afternoon,Energetic,Gym,Minty,Ice Mint
35,66,88,Afternoon,Fresh,Office,Citrus,Citrus Splash
38,58,247,Afternoon,Energetic,Gym,Minty,Cool Mint
27,48,217,Afternoon,Energetic,Gym,Minty,Cool Mint
20,75,93,Evening,Romantic,Date,Sweet,Cherry Blossom
38,83,140,Morning,Calm,Home,Floral,Lily Fresh
21,73,121,Afternoon,Fresh,Office,Citrus,Citrus Splash
35,54,98,Afternoon,Fresh,Office,Citrus,Lemon Fresh
20,88,204,Afternoon,Energetic,Gym,Minty,Fresh Mint
33,60,133,Evening,Romantic,Date,Sweet,Rose Essence
27,71,246,Afternoon,Energetic,Gym,Minty,Power Mint
34,65,148,Afternoon,Fresh,Office,Citrus,Citrus Splash
36,78,111,Evening,Romantic,Date,Sweet,Rose Essence
21,58,229,Afternoon,Energetic,Gym,Minty,Cool Mint
36,87,108,Morning,Calm,Home,Floral,Rose Garden
36,56,189,Afternoon,Energetic,Gym,Minty,Cool Mint
33,66,103,Evening,Romantic,Date,Sweet,Sweet Musk
34,78,184,Afternoon,Energetic,Gym,Minty,Ice Mint
25,47,109,Afternoon,Fresh,Office,Citrus,Lemon Fresh
35,71,69,Afternoon,Fresh,Office,Citrus,Lemon Fresh
30,50,100,Afternoon,Fresh,Office,Citrus,Orange Zest
22,81,98,Evening,Romantic,Date,Sweet,Rose Essence
33,76,53,Morning,Calm,Home,Floral,Lavender Bliss
23,90,198,Afternoon,Energetic,Gym,Minty,Mint Blast
37,45,100,Afternoon,Fresh,Office,Citrus,Lemon Zing
35,73,232,Afternoon,Energetic,Gym,Minty,Cool Mint
23,83,148,Evening,Romantic,Date,Sweet,Rose Essence
25,55,198,Afternoon,Energetic,Gym,Minty,Power Mint
37,75,76,Afternoon,Fresh,Office,Citrus,Lemon Fresh
34,61,209,Afternoon,Energetic,Gym,Minty,Fresh Mint
32,64,67,Evening,Romantic,Date,Sweet,Vanilla Touch
34,86,158,Afternoon,Fresh,Office,Citrus,Orange Zest
29,83,170,Morning,Calm,Home,Floral,Lavender Bliss
31,67,216,Afternoon,Energetic,Gym,Minty,Ice Mint
35,51,165,Evening,Romantic,Date,Sweet,Rose Essence
25,56,158,Afternoon,Fresh,Office,Citrus,Lemon Zing
24,50,197,Afternoon,Energetic,Gym,Minty,Mint Blast
20,56,94,Afternoon,Fresh,Office,Citrus,Lemon Fresh
33,54,221,Afternoon,Energetic,Gym,Minty,Ice Mint
33,71,131,Morning,Calm,Home,Floral,Rose Garden
29,55,211,Afternoon,Energetic,Gym,Minty,Power Mint
23,82,142,Evening,Romantic,Date,Sweet,Cherry Blossom
29,59,68,Morning,Calm,Home,Floral,Lily Fresh
37,86,211,Afternoon,Energetic,Gym,Minty,Power Mint
35,56,216,Afternoon,Energetic,Gym,Minty,Power Mint
26,75,113,Morning,Calm,Home,Floral,Rose Garden
25,74,82,Afternoon,Fresh,Office,Citrus,Orange Zest
31,47,250,Afternoon,Energetic,Gym,Minty,Fresh Mint
20,67,159,Morning,Calm,Home,Floral,Lavender Bliss
23,73,199,Afternoon,Energetic,Gym,Minty,Fresh Mint
38,88,180,Afternoon,Energetic,Gym,Minty,Power Mint
33,65,70,Morning,Calm,Home,Floral,Lily Fresh
37,66,215,Afternoon,Energetic,Gym,Minty,Mint Blast
35,64,147,Evening,Romantic,Date,Sweet,Vanilla Touch
28,48,205,Afternoon,Energetic,Gym,Minty,Ice Mint
25,49,117,Afternoon,Fresh,Office,Citrus,Lemon Fresh
35,65,162,Morning,Calm,Home,Floral,Lavender Bliss
32,83,89,Morning,Calm,Home,Floral,Lily Fresh
28,76,178,Afternoon,Energetic,Gym,Minty,Mint Blast
33,79,148,Evening,Romantic,Date,Sweet,Vanilla Touch
24,60,70,Afternoon,Fresh,Office,Citrus,Orange Zest
36,70,55,Morning,Calm,Home,Floral,Lavender Bliss
21,78,216,Afternoon,Energetic,Gym,Minty,Fresh Mint
31,67,231,Afternoon,Energetic,Gym,Minty,Fresh Mint
33,58,212,Afternoon,Energetic,Gym,Minty,Cool Mint
24,68,143,Afternoon,Fresh,Office,Citrus,Citrus Splash
26,64,161,Afternoon,Fresh,Office,Citrus,Lemon Fresh
25,53,225,Afternoon,Energetic,Gym,Minty,Cool Mint
21,66,106,Morning,Calm,Home,Floral,Lavender Bliss
28,45,82,Afternoon,Fresh,Office,Citrus,Lemon Zing
22,90,148,Morning,Calm,Home,Floral,Rose Garden
37,47,97,Evening,Romantic,Date,Sweet,Sweet Musk
24,90,87,Morning,Calm,Home,Floral,Lily Fresh
20,57,216,Afternoon,Energetic,Gym,Minty,Power Mint
26,78,202,Afternoon,Energetic,Gym,Minty,Fresh Mint
22,88,65,Evening,Romantic,Date,Sweet,Sweet Musk
21,76,184,Afternoon,Energetic,Gym,Minty,Cool Mint
29,62,155,Afternoon,Fresh,Office,Citrus,Lemon Zing
22,57,70,Afternoon,Fresh,Office,Citrus,Citrus Splash
29,73,191,Afternoon,Energetic,Gym,Minty,Mint Blast
27,64,112,Morning,Calm,Home,Floral,Rose Garden
32,83,213,Afternoon,Energetic,Gym,Minty,Ice Mint
33,57,77,Evening,Romantic,Date,Sweet,Rose Essence
38,52,189,Afternoon,Energetic,Gym,Minty,Mint Blast
26,89,72,Evening,Romantic,Date,Sweet,Sweet Musk
20,48,187,Afternoon,Energetic,Gym,Minty,Mint Blast
34,73,143,Afternoon,Fresh,Office,Citrus,Orange Zest
29,56,136,Evening,Romantic,Date,Sweet,Vanilla Touch
31,59,69,Evening,Romantic,Date,Sweet,Sweet Musk
20,67,182,Afternoon,Energetic,Gym,Minty,Mint Blast
30,73,215,Afternoon,Energetic,Gym,Minty,Power Mint
23,82,159,Evening,Romantic,Date,Sweet,Rose Essence
20,59,197,Afternoon,Energetic,Gym,Minty,Cool Mint
25,65,167,Evening,Romantic,Date,Sweet,Vanilla Touch
38,52,83,Afternoon,Fresh,Office,Citrus,Orange Zest
32,88,178,Afternoon,Energetic,Gym,Minty,Fresh Mint
27,57,183,Afternoon,Energetic,Gym,Minty,Ice Mint
29,59,194,Afternoon,Energetic,Gym,Minty,Ice Mint
21,67,77,Evening,Romantic,Date,Sweet,Cherry Blossom
20,58,124,Afternoon,Fresh,Office,Citrus,Citrus Splash
23,64,220,Afternoon,Energetic,Gym,Minty,Mint Blast
28,56,221,Afternoon,Energetic,Gym,Minty,Cool Mint
29,46,99,Evening,Romantic,Date,Sweet,Cherry Blossom
24,87,78,Morning,Calm,Home,Floral,Lily Fresh
35,60,184,Afternoon,Energetic,Gym,Minty,Mint Blast
27,47,76,Evening,Romantic,Date,Sweet,Rose Essence
32,66,89,Afternoon,Fresh,Office,Citrus,Citrus Splash
36,81,89,Afternoon,Fresh,Office,Citrus,Lemon Zing
27,57,101,Evening,Romantic,Date,Sweet,Cherry Blossom
28,48,246,Afternoon,Energetic,Gym,Minty,Ice Mint
35,69,246,Afternoon,Energetic,Gym,Minty,Power Mint
28,61,191,Afternoon,Energetic,Gym,Minty,Mint Blast
37,49,127,Evening,Romantic,Date,Sweet,Cherry Blossom
27,53,147,Afternoon,Fresh,Office,Citrus,Citrus Splash
27,68,67,Morning,Calm,Home,Floral,Rose Garden
27,83,52,Morning,Calm,Home,Floral,Jasmine Bloom
30,53,128,Evening,Romantic,Date,Sweet,Cherry Blossom
30,61,76,Morning,Calm,Home,Floral,Jasmine Bloom
27,77,225,Afternoon,Energetic,Gym,Minty,Ice Mint
20,84,217,Afternoon,Energetic,Gym,Minty,Mint Blast
37,75,70,Morning,Calm,Home,Floral,Rose Garden
23,68,151,Evening,Romantic,Date,Sweet,Cherry Blossom
27,72,148,Evening,Romantic,Date,Sweet,Rose Essence
34,83,105,Afternoon,Fresh,Office,Citrus,Orange Zest
35,56,215,Afternoon,Energetic,Gym,Minty,Fresh Mint
36,76,115,Morning,Calm,Home,Floral,Jasmine Bloom
22,45,144,Afternoon,Fresh,Office,Citrus,Orange Zest
36,46,245,Afternoon,Energetic,Gym,Minty,Ice Mint
25,74,211,Afternoon,Energetic,Gym,Minty,Mint Blast
27,58,247,Afternoon,Energetic,Gym,Minty,Power Mint
23,66,102,Afternoon,Fresh,Office,Citrus,Lemon Fresh
20,86,150,Morning,Calm,Home,Floral,Jasmine Bloom
30,49,194,Afternoon,Energetic,Gym,Minty,Power Mint
30,56,115,Afternoon,Fresh,Office,Citrus,Lemon Fresh
